ticket_id,created_at,resolved_at,category,severity,status,description,assignee
INC00628,2025-04-26T21:54:19,2025-04-27T03:48:22,Hardware,High,Resolved,Hard drive SMART failure warning on workstation R16,grace.kim
INC00629,2025-04-26T22:37:07,2025-04-27T01:03:07,Email,High,Closed,Calendar invites from external senders not appearing in inbox,deepak.patel
INC00630,2025-04-26T23:00:28,2025-04-27T04:08:26,Email,High,Closed,Calendar invites from external senders not appearing in inbox,alice.chen
INC00631,2025-04-26T23:08:27,2025-04-27T04:40:36,Network,High,Closed,Slow network performance reported on 5th floor,deepak.patel
INC00632,2025-04-26T23:40:42,2025-05-01T05:05:21,Email,Low,Resolved,Calendar invites from external senders not appearing in inbox,alice.chen
INC00633,2025-04-27T01:02:50,2025-04-28T10:42:08,Email,Medium,Resolved,Cannot send email with large attachment to external domain,eva.morales
INC00634,2025-04-27T01:50:56,2025-04-27T13:28:30,Network,High,Closed,"Switch port flapping on rack R07, multiple users affected",eva.morales
INC00635,2025-04-27T04:13:08,2025-04-28T07:04:47,Access,Medium,Closed,MFA prompt loop preventing login to ops portal,grace.kim
INC00636,2025-04-27T04:59:24,2025-04-30T05:12:01,Email,Medium,Closed,Mailbox quota exceeded warning for LATAM users,alice.chen
INC00637,2025-04-27T05:54:11,2025-04-29T16:03:11,Email,Low,Resolved,Calendar invites from external senders not appearing in inbox,henry.nakamura
INC00638,2025-04-27T08:38:21,2025-04-30T02:54:10,Email,Low,Closed,Distribution list sales-team not receiving messages,carla.singh
INC00639,2025-04-27T09:53:28,2025-04-28T00:44:42,Email,High,Closed,Email delivery delayed by 15 hours to external recipients,henry.nakamura
INC00640,2025-04-27T10:11:10,2025-04-27T21:09:16,Email,High,Resolved,Mailbox quota exceeded warning for EMEA users,carla.singh
INC00641,2025-04-27T10:29:53,2025-04-28T00:35:09,Email,High,Closed,Outlook freezes when opening attachments larger than 2MB,eva.morales
INC00642,2025-04-27T12:24:24,2025-04-27T15:59:56,Email,Critical,Closed,Mailbox quota exceeded warning for NA-East users,deepak.patel
INC00643,2025-04-27T12:29:04,2025-05-03T14:42:26,Printing,Low,Closed,Badge release printer not authenticating users,carla.singh
INC00644,2025-04-27T13:53:23,2025-04-28T21:27:09,Email,Low,Closed,Outlook freezes when opening attachments larger than 10MB,bob.rivera
INC00645,2025-04-28T07:22:57,2025-04-29T15:07:05,Email,Medium,Closed,Cannot send email with large attachment to external domain,grace.kim
INC00646,2025-04-28T07:40:51,2025-04-28T20:47:27,Telephony,Medium,Closed,Conference room phone in Building A not registering,grace.kim
INC00647,2025-04-28T08:47:21,2025-04-28T10:53:54,Email,Critical,Resolved,Email delivery delayed by 30 hours to external recipients,carla.singh
INC00648,2025-04-28T09:10:20,2025-04-29T21:12:08,Network,Medium,Closed,VPN disconnects every 10 minutes for remote users in EMEA,bob.rivera
INC00649,2025-04-28T16:42:55,2025-04-29T02:02:01,Email,Medium,Closed,Shared mailbox permissions reset after migration,carla.singh
INC00650,2025-04-28T19:31:53,2025-04-30T02:38:56,Telephony,Medium,Closed,Conference room phone in Building D not registering,alice.chen
INC00651,2025-04-28T19:56:46,2025-04-28T22:35:29,Security,Critical,Closed,Anomalous login from foreign IP for ops account,eva.morales
INC00652,2025-04-29T01:08:16,2025-04-29T11:19:54,Email,High,Resolved,Calendar invites from external senders not appearing in inbox,eva.morales
INC00653,2025-04-29T05:58:42,2025-04-29T13:12:50,Email,Medium,Resolved,Email delivery delayed by 2 hours to external recipients,carla.singh
INC00654,2025-04-29T10:52:17,2025-04-29T12:33:47,Network,High,Closed,VPN disconnects every 2 minutes for remote users in NA-West,alice.chen
INC00655,2025-04-29T13:35:12,2025-04-30T11:11:48,Email,Medium,Closed,Calendar invites from external senders not appearing in inbox,deepak.patel
INC00656,2025-04-29T14:07:19,2025-04-30T01:14:11,Software,High,Closed,Database query timeout from ops reporting tool,alice.chen
INC00657,2025-04-29T16:26:15,2025-05-01T05:51:46,Email,Medium,Closed,Outlook freezes when opening attachments larger than 10MB,alice.chen
INC00658,2025-04-29T19:09:46,2025-05-01T06:32:57,Software,High,Closed,License server unreachable from hr office,carla.singh
INC00659,2025-04-29T19:11:20,2025-05-01T16:11:37,Email,Medium,Closed,Calendar invites from external senders not appearing in inbox,eva.morales
INC00660,2025-04-29T23:15:15,2025-04-30T23:35:11,Email,Medium,Resolved,Outlook freezes when opening attachments larger than 15MB,alice.chen
INC00661,2025-04-30T00:44:35,2025-04-30T11:01:00,Telephony,Medium,Closed,Conference room phone in Building D not registering,eva.morales
INC00662,2025-04-30T07:10:00,2025-04-30T16:56:27,Network,High,Closed,Slow network performance reported on 3rd floor,frank.olsson
INC00663,2025-04-30T12:49:09,2025-05-01T13:36:48,Access,Medium,Closed,Role permissions revoked unexpectedly for NA-East team,bob.rivera
INC00664,2025-04-30T17:13:13,2025-05-01T18:24:39,Network,Medium,Closed,Wi-Fi drops in Building A during peak hours,grace.kim
INC00665,2025-04-30T17:24:56,2025-05-02T19:15:32,Access,Medium,Resolved,"SSO token expired prematurely, users locked out of engineering",bob.rivera
INC00666,2025-04-30T17:44:59,2025-04-30T22:16:05,Access,High,Resolved,Role permissions revoked unexpectedly for LATAM team,bob.rivera
INC00667,2025-04-30T18:36:20,2025-05-01T04:25:03,Email,High,Closed,Shared mailbox permissions reset after migration,eva.morales
INC00668,2025-05-01T01:06:01,2025-05-02T04:07:16,Network,Medium,Closed,Wi-Fi drops in Building B during peak hours,grace.kim
INC00669,2025-05-01T01:11:18,2025-05-01T07:31:03,Software,Critical,Closed,Database query timeout from ops reporting tool,eva.morales
INC00670,2025-05-01T07:19:15,2025-05-02T01:28:41,Software,Medium,Closed,PDF viewer hangs on documents larger than 30MB,alice.chen
INC00671,2025-05-01T10:02:18,2025-05-05T00:50:35,Hardware,Low,Closed,User laptop battery drains within 60 hours of unplugging,grace.kim
INC00672,2025-05-01T10:30:39,2025-05-01T13:34:16,Network,Critical,Resolved,"Switch port flapping on rack R11, multiple users affected",frank.olsson
INC00673,2025-05-01T15:17:51,2025-05-08T02:27:00,Hardware,Low,Closed,Headset audio cuts out during calls on docked machines,alice.chen
INC00674,2025-05-01T16:10:41,2025-05-02T09:23:13,Email,Medium,Closed,Mailbox quota exceeded warning for LATAM users,grace.kim
INC00675,2025-05-01T16:23:17,2025-05-01T18:42:39,Security,Critical,Closed,"Phishing email reported by LATAM team, possible click-through",frank.olsson
INC00676,2025-05-01T20:29:32,2025-05-02T02:11:31,Network,High,Closed,Slow network performance reported on 3rd floor,henry.nakamura
INC00677,2025-05-02T08:30:58,2025-05-02T18:41:28,Email,High,Closed,Email delivery delayed by 2 hours to external recipients,henry.nakamura
INC00678,2025-05-02T19:06:40,2025-05-16T11:03:17,Hardware,Low,Closed,Headset audio cuts out during calls on docked machines,bob.rivera
INC00679,2025-05-03T01:05:45,2025-05-05T04:43:48,Email,Medium,Closed,Calendar invites from external senders not appearing in inbox,deepak.patel
INC00680,2025-05-03T13:25:46,2025-05-03T16:05:58,Hardware,Critical,Closed,Webcam not detected after latest OS update,carla.singh
INC00681,2025-05-04T16:42:17,2025-05-05T11:21:52,Email,High,Closed,Email delivery delayed by 15 hours to external recipients,henry.nakamura
INC00682,2025-05-04T18:02:28,2025-05-04T19:38:16,Hardware,Critical,Resolved,Keyboard unresponsive after sleep wake on Building A machines,henry.nakamura
INC00683,2025-05-04T18:30:15,2025-05-05T04:20:07,Hardware,Medium,Closed,Keyboard unresponsive after sleep wake on Building A machines,henry.nakamura
INC00684,2025-05-05T01:09:48,2025-05-05T03:37:01,Network,Critical,Resolved,"Switch port flapping on rack R32, multiple users affected",frank.olsson
INC00685,2025-05-05T08:36:37,2025-05-05T14:43:31,Email,High,Resolved,Distribution list finance-team not receiving messages,alice.chen
INC00686,2025-05-05T09:40:12,2025-05-07T12:13:16,Software,Low,Closed,Database query timeout from hr reporting tool,bob.rivera
INC00687,2025-05-05T11:56:41,2025-05-08T17:44:56,Hardware,Low,Closed,Docking station not recognizing external monitor,frank.olsson
INC00688,2025-05-05T23:02:55,2025-05-07T02:46:19,Hardware,Medium,Resolved,Mouse cursor stutters on NA-East office laptops,henry.nakamura
INC00689,2025-05-05T23:30:17,2025-05-06T03:12:11,Network,Critical,Closed,Cannot reach internal site sales from remote network,grace.kim
INC00690,2025-05-06T06:02:15,2025-05-08T10:50:56,Printing,Low,Closed,"Printer in Building A stuck in queue, jobs not releasing",bob.rivera
INC00691,2025-05-06T06:53:45,2025-05-12T16:07:12,Printing,Low,Resolved,Badge release printer not authenticating users,deepak.patel
INC00692,2025-05-06T15:58:56,2025-05-07T17:55:12,Email,Medium,Closed,Outlook freezes when opening attachments larger than 5MB,henry.nakamura
INC00693,2025-05-06T19:10:13,2025-05-15T17:50:35,Access,Low,Closed,Role permissions revoked unexpectedly for APAC team,henry.nakamura
INC00694,2025-05-07T02:32:45,2025-05-08T14:11:24,Security,Medium,Closed,"USB device blocked by DLP policy, user requests exception",henry.nakamura
INC00695,2025-05-07T09:40:30,2025-05-12T05:30:20,Access,Low,Closed,Employee unable to access shared drive after department transfer,henry.nakamura
INC00696,2025-05-07T11:10:20,2025-05-07T21:52:25,Network,High,Closed,"Switch port flapping on rack R17, multiple users affected",eva.morales
INC00697,2025-05-07T12:27:29,2025-05-08T23:38:48,Hardware,Medium,Closed,Headset audio cuts out during calls on docked machines,carla.singh
INC00698,2025-05-07T12:43:39,2025-05-10T08:34:18,Hardware,Low,Closed,Mouse cursor stutters on NA-East office laptops,alice.chen
INC00699,2025-05-07T17:29:29,2025-05-08T02:45:28,Security,High,Closed,Endpoint protection alert on workstation R31,carla.singh
INC00700,2025-05-07T18:29:08,2025-05-08T21:45:05,Hardware,Medium,Closed,Webcam not detected after latest OS update,bob.rivera
INC00701,2025-05-08T05:19:23,2025-05-09T09:14:31,Email,Medium,Closed,Cannot send email with large attachment to external domain,alice.chen
INC00702,2025-05-08T06:37:45,2025-05-08T14:42:48,Software,High,Resolved,Update rollout failing on Windows 11 APAC machines,bob.rivera
INC00703,2025-05-08T09:04:21,2025-05-13T15:04:58,Printing,Low,Resolved,Badge release printer not authenticating users,eva.morales
INC00704,2025-05-08T11:08:57,2025-05-10T11:56:30,Hardware,Low,Closed,Docking station not recognizing external monitor,henry.nakamura
INC00705,2025-05-08T11:11:00,2025-05-08T12:56:29,Network,Critical,Closed,VPN disconnects every 10 minutes for remote users in EMEA,deepak.patel
INC00706,2025-05-08T14:33:56,2025-05-13T13:46:52,Hardware,Low,Closed,User laptop battery drains within 30 hours of unplugging,grace.kim
INC00707,2025-05-08T14:53:36,2025-05-15T05:42:23,Hardware,Low,Closed,Docking station not recognizing external monitor,eva.morales
INC00708,2025-05-08T15:16:31,2025-05-10T10:57:43,Hardware,Low,Closed,Headset audio cuts out during calls on docked machines,henry.nakamura
INC00709,2025-05-08T15:55:46,2025-05-09T20:00:17,Email,Medium,Closed,Shared mailbox permissions reset after migration,bob.rivera
INC00710,2025-05-08T17:03:04,2025-05-09T02:12:09,Hardware,High,Resolved,Docking station not recognizing external monitor,henry.nakamura
INC00711,2025-05-08T19:48:37,2025-05-10T18:04:57,Hardware,Low,Resolved,Headset audio cuts out during calls on docked machines,frank.olsson
INC00712,2025-05-09T00:55:10,2025-05-10T10:15:25,Access,Medium,Closed,Password reset link not delivered to corporate email,eva.morales
INC00713,2025-05-09T01:42:56,2025-05-09T08:48:17,Network,High,Closed,Wi-Fi drops in Building C during peak hours,deepak.patel
INC00714,2025-05-09T08:00:31,2025-05-17T21:51:03,Software,Medium,Resolved,PDF viewer hangs on documents larger than 10MB,grace.kim
INC00715,2025-05-09T08:29:15,2025-05-09T10:36:02,Hardware,Critical,Closed,Hard drive SMART failure warning on workstation R07,eva.morales
INC00716,2025-05-09T11:32:48,2025-05-09T17:14:55,Network,High,Closed,"Switch port flapping on rack R38, multiple users affected",eva.morales
INC00717,2025-05-09T12:48:46,2025-05-11T03:31:58,Hardware,Medium,Closed,Mouse cursor stutters on APAC office laptops,deepak.patel
INC00718,2025-05-09T13:49:05,2025-05-09T19:15:28,Access,High,Resolved,"SSO token expired prematurely, users locked out of engineering",alice.chen
INC00719,2025-05-09T16:06:24,2025-05-11T02:40:16,Telephony,Medium,Resolved,Softphone audio one-way for NA-West remote employees,bob.rivera
INC00720,2025-05-09T17:20:10,2025-05-10T18:42:53,Printing,Medium,Closed,Badge release printer not authenticating users,carla.singh
INC00721,2025-05-09T17:42:37,2025-05-14T01:26:16,Hardware,Low,Resolved,Mouse cursor stutters on NA-East office laptops,alice.chen
INC00722,2025-05-09T18:54:46,2025-05-12T00:42:09,Network,Medium,Closed,Wi-Fi drops in Building C during peak hours,carla.singh
INC00723,2025-05-09T20:10:36,2025-05-13T05:22:09,Network,Low,Resolved,Slow network performance reported on 4th floor,deepak.patel
INC00724,2025-05-11T23:19:29,2025-05-14T17:19:45,Hardware,Low,Closed,Docking station not recognizing external monitor,henry.nakamura
INC00725,2025-05-12T06:27:29,2025-05-12T08:17:51,Security,Critical,Resolved,Endpoint protection alert on workstation R13,bob.rivera
INC00726,2025-05-12T06:56:13,2025-05-18T04:10:07,Printing,Low,Resolved,Badge release printer not authenticating users,grace.kim
INC00727,2025-05-12T09:37:10,2025-05-12T10:57:46,Network,Critical,Closed,VLAN tagging issue preventing access to hr subnet,bob.rivera
INC00728,2025-05-13T00:07:23,2025-05-13T12:28:44,Email,High,Closed,Shared mailbox permissions reset after migration,carla.singh
INC00729,2025-05-13T01:08:20,2025-05-14T02:22:23,Network,Medium,Closed,VPN disconnects every 2 minutes for remote users in LATAM,carla.singh
INC00730,2025-05-13T06:47:02,2025-05-13T19:09:34,Software,Critical,Closed,License server unreachable from ops office,frank.olsson
INC00731,2025-05-13T07:36:27,2025-05-16T05:39:00,Network,Low,Closed,VPN disconnects every 15 minutes for remote users in EMEA,carla.singh
INC00732,2025-05-13T09:32:15,2025-05-14T14:47:14,Network,Medium,Closed,Wi-Fi drops in Building A during peak hours,alice.chen
INC00733,2025-05-13T10:21:01,2025-05-14T13:08:54,Email,Medium,Closed,Calendar invites from external senders not appearing in inbox,carla.singh
INC00734,2025-05-13T10:24:20,2025-05-15T19:11:11,Network,Low,Closed,Wi-Fi drops in Building D during peak hours,eva.morales
INC00735,2025-05-13T10:53:14,2025-05-13T13:15:15,Email,Critical,Closed,Mailbox quota exceeded warning for LATAM users,alice.chen
INC00736,2025-05-13T12:30:20,2025-05-13T17:37:12,Software,High,Closed,Database query timeout from ops reporting tool,henry.nakamura
INC00737,2025-05-13T13:00:52,2025-05-13T19:17:25,Access,High,Closed,"SSO token expired prematurely, users locked out of hr",frank.olsson
INC00738,2025-05-14T05:40:08,2025-05-14T17:13:23,Email,High,Resolved,Calendar invites from external senders not appearing in inbox,grace.kim
INC00739,2025-05-14T07:36:59,2025-05-14T17:53:40,Hardware,High,Closed,Docking station not recognizing external monitor,henry.nakamura
INC00740,2025-05-14T11:30:05,2025-05-14T15:46:38,Access,Critical,Resolved,New employee cannot access required systems on first day,carla.singh
INC00741,2025-05-14T13:20:05,2025-05-21T04:58:43,Hardware,Low,Resolved,User laptop battery drains within 30 hours of unplugging,deepak.patel
INC00742,2025-05-14T13:26:45,2025-05-14T16:20:01,Security,Critical,Resolved,Endpoint protection alert on workstation R04,alice.chen
INC00743,2025-05-15T04:25:11,2025-05-15T07:21:01,Network,Critical,Resolved,"Switch port flapping on rack R27, multiple users affected",deepak.patel
INC00744,2025-05-15T07:00:58,2025-05-17T10:44:44,Access,Low,Resolved,Password reset link not delivered to corporate email,carla.singh
INC00745,2025-05-15T08:23:43,2025-05-19T00:20:45,Network,Low,Closed,Slow network performance reported on 3rd floor,bob.rivera
INC00746,2025-05-15T09:05:38,2025-05-15T22:21:34,Access,Medium,Closed,Employee unable to access shared drive after department transfer,henry.nakamura
INC00747,2025-05-15T09:57:52,2025-05-18T14:47:40,Software,Low,Resolved,Application crashes after latest update on 4th floor,eva.morales
INC00748,2025-05-15T20:53:40,2025-05-15T22:40:13,Security,Critical,Closed,Anomalous login from foreign IP for engineering account,eva.morales
INC00749,2025-05-16T08:44:55,2025-05-16T13:27:21,Network,Critical,Resolved,"Switch port flapping on rack R03, multiple users affected",bob.rivera
INC00750,2025-05-16T09:22:19,2025-05-16T19:51:23,Network,High,Closed,Slow network performance reported on 3rd floor,alice.chen
INC00751,2025-05-16T11:11:02,2025-06-04T14:43:09,Telephony,Low,Closed,Voicemail-to-email transcription failing for ops,frank.olsson
INC00752,2025-05-16T13:01:56,2025-05-16T13:50:44,Email,Critical,Closed,Calendar invites from external senders not appearing in inbox,frank.olsson
INC00753,2025-05-16T13:14:45,2025-05-16T23:02:11,Software,High,Resolved,Update rollout failing on Windows 11 NA-West machines,frank.olsson
INC00754,2025-05-16T17:09:17,2025-05-19T02:13:32,Software,Medium,Closed,Database query timeout from engineering reporting tool,henry.nakamura
INC00755,2025-05-16T17:13:36,2025-05-16T22:01:17,Security,Critical,Resolved,Endpoint protection alert on workstation R33,carla.singh
INC00756,2025-05-16T17:21:24,2025-05-18T14:24:39,Access,Medium,Closed,Employee unable to access shared drive after department transfer,grace.kim
INC00757,2025-05-16T18:12:02,2025-05-16T21:01:16,Network,Critical,Closed,VLAN tagging issue preventing access to sales subnet,eva.morales
INC00758,2025-05-16T18:34:41,2025-05-17T00:41:47,Network,Critical,Closed,"Switch port flapping on rack R10, multiple users affected",deepak.patel
INC00759,2025-05-17T19:25:45,2025-05-18T02:35:12,Access,High,Resolved,Role permissions revoked unexpectedly for LATAM team,deepak.patel
INC00760,2025-05-19T02:48:24,2025-05-20T23:13:48,Email,Medium,Closed,Mailbox quota exceeded warning for NA-East users,deepak.patel
INC00761,2025-05-19T17:28:33,2025-05-20T01:26:02,Software,High,Resolved,Database query timeout from hr reporting tool,carla.singh
INC00762,2025-05-20T09:00:42,2025-05-20T14:04:33,Network,Critical,Resolved,"Switch port flapping on rack R23, multiple users affected",alice.chen
INC00763,2025-05-20T09:41:44,2025-05-20T15:51:05,Software,High,Resolved,Database query timeout from ops reporting tool,grace.kim
INC00764,2025-05-20T13:09:09,2025-05-20T16:30:49,Network,Critical,Resolved,"Switch port flapping on rack R38, multiple users affected",deepak.patel
INC00765,2025-05-20T16:33:05,2025-05-23T13:26:04,Printing,Low,Closed,Color printer on 5th floor reporting low toner repeatedly,grace.kim
INC00766,2025-05-20T17:43:22,2025-05-23T06:47:43,Access,Medium,Closed,"Service account credentials expired, batch job failing",grace.kim
INC00767,2025-05-20T19:44:04,2025-05-20T23:20:43,Network,Critical,Closed,"Switch port flapping on rack R34, multiple users affected",alice.chen
INC00768,2025-05-20T19:47:14,2025-05-22T12:59:36,Printing,Low,Closed,"Printer in Building A stuck in queue, jobs not releasing",deepak.patel
INC00769,2025-05-20T19:48:49,2025-05-27T23:48:41,Printing,Low,Closed,Color printer on ground floor reporting low toner repeatedly,bob.rivera
INC00770,2025-05-21T07:21:26,2025-05-22T02:37:22,Software,Medium,Closed,Excel macros disabled after security patch,frank.olsson
INC00771,2025-05-21T07:45:07,2025-05-22T05:49:12,Telephony,Low,Closed,Phone extension 15 ringing wrong desk after move,grace.kim
INC00772,2025-05-21T08:57:22,2025-05-26T08:18:36,Network,Low,Closed,Cannot reach internal site finance from remote network,deepak.patel
INC00773,2025-05-21T09:25:43,2025-05-22T23:22:15,Email,Low,Closed,Shared mailbox permissions reset after migration,eva.morales
INC00774,2025-05-21T09:58:05,2025-05-21T14:54:43,Access,High,Resolved,MFA prompt loop preventing login to sales portal,carla.singh
INC00775,2025-05-21T11:11:59,2025-05-23T10:05:58,Hardware,Medium,Closed,Webcam not detected after latest OS update,frank.olsson
INC00776,2025-05-21T13:11:34,2025-05-27T17:43:51,Hardware,Low,Closed,Docking station not recognizing external monitor,alice.chen
INC00777,2025-05-21T17:58:21,2025-05-23T17:47:05,Network,Medium,Resolved,"Switch port flapping on rack R12, multiple users affected",alice.chen
INC00778,2025-05-22T02:51:23,2025-05-22T10:08:08,Network,High,Resolved,DNS resolution failing intermittently for NA-East users,grace.kim
INC00779,2025-05-22T13:11:52,2025-05-23T00:44:10,Email,High,Closed,Shared mailbox permissions reset after migration,deepak.patel
INC00780,2025-05-22T14:25:59,2025-05-27T21:32:21,Network,Low,Closed,Wi-Fi drops in Building C during peak hours,eva.morales
INC00781,2025-05-22T19:15:57,2025-05-26T21:09:06,Network,Low,Closed,VLAN tagging issue preventing access to sales subnet,bob.rivera
INC00782,2025-05-23T04:24:05,2025-05-23T16:49:08,Email,High,Resolved,Cannot send email with large attachment to external domain,deepak.patel
INC00783,2025-05-23T07:15:45,2025-05-24T06:20:52,Software,Medium,Closed,Application crashes after latest update on 5th floor,grace.kim
INC00784,2025-05-23T09:07:06,2025-05-23T12:27:31,Access,High,Resolved,Role permissions revoked unexpectedly for APAC team,eva.morales
INC00785,2025-05-23T14:57:58,2025-06-01T17:28:51,Hardware,Low,Closed,Keyboard unresponsive after sleep wake on Building D machines,alice.chen
INC00786,2025-05-23T19:44:02,2025-05-26T05:40:43,Network,Low,Closed,Wi-Fi drops in Building A during peak hours,bob.rivera
INC00787,2025-05-23T21:37:07,2025-05-24T10:37:26,Network,High,Closed,Cannot reach internal site engineering from remote network,henry.nakamura
INC00788,2025-05-24T05:15:00,2025-05-24T22:41:26,Access,High,Closed,Password reset link not delivered to corporate email,carla.singh
INC00789,2025-05-24T08:38:21,2025-05-25T18:47:45,Email,Low,Closed,Shared mailbox permissions reset after migration,grace.kim
INC00790,2025-05-24T18:19:49,2025-05-24T23:49:19,Access,High,Closed,"SSO token expired prematurely, users locked out of hr",deepak.patel
INC00791,2025-05-24T18:56:22,2025-05-26T04:44:46,Software,Medium,Closed,Update rollout failing on Windows 11 LATAM machines,bob.rivera
INC00792,2025-05-24T19:37:17,2025-05-24T21:18:41,Access,Critical,Closed,"Service account credentials expired, batch job failing",carla.singh
INC00793,2025-05-25T09:44:16,2025-05-31T07:14:26,Telephony,Low,Closed,Conference room phone in Building C not registering,frank.olsson
INC00794,2025-05-25T11:13:27,2025-05-26T00:47:43,Access,High,Resolved,Employee unable to access shared drive after department transfer,deepak.patel
INC00795,2025-05-25T15:17:02,2025-05-25T17:44:11,Software,Critical,Closed,Excel macros disabled after security patch,carla.singh
INC00796,2025-05-25T17:41:07,2025-05-26T08:23:30,Telephony,Low,Closed,Voicemail-to-email transcription failing for sales,deepak.patel
INC00797,2025-05-26T02:04:45,2025-06-06T16:11:07,Printing,Low,Resolved,Color printer on ground floor reporting low toner repeatedly,carla.singh
INC00798,2025-05-26T07:13:07,2025-05-29T03:35:43,Access,Low,Closed,Password reset link not delivered to corporate email,deepak.patel
INC00799,2025-05-26T10:44:51,2025-05-28T19:38:39,Printing,Low,Resolved,"Printer in Building A stuck in queue, jobs not releasing",alice.chen
INC00800,2025-05-26T14:33:35,2025-05-26T20:54:57,Access,High,Resolved,New employee cannot access required systems on first day,henry.nakamura
INC00801,2025-05-26T16:25:58,2025-05-30T11:43:28,Hardware,Low,Closed,User laptop battery drains within 5 hours of unplugging,eva.morales
INC00802,2025-05-26T18:42:21,2025-05-28T17:02:56,Software,Medium,Closed,Update rollout failing on Windows 11 NA-West machines,eva.morales
INC00803,2025-05-27T03:44:53,2025-05-28T03:45:01,Network,Medium,Resolved,"Switch port flapping on rack R09, multiple users affected",bob.rivera
INC00804,2025-05-27T07:56:32,2025-05-28T00:11:43,Security,High,Resolved,"Phishing email reported by NA-East team, possible click-through",bob.rivera
INC00805,2025-05-27T08:37:11,2025-05-30T13:42:13,Hardware,Low,Closed,Docking station not recognizing external monitor,bob.rivera
INC00806,2025-05-27T09:45:35,2025-05-29T11:57:56,Access,Medium,Resolved,Employee unable to access shared drive after department transfer,henry.nakamura
INC00807,2025-05-27T12:15:56,2025-06-02T03:21:15,Network,Low,Closed,Wi-Fi drops in Building B during peak hours,eva.morales
INC00808,2025-05-27T14:35:24,2025-05-29T03:00:35,Hardware,Medium,Closed,Keyboard unresponsive after sleep wake on Building C machines,alice.chen
INC00809,2025-05-27T15:26:54,2025-05-29T03:53:25,Network,Medium,Resolved,"Switch port flapping on rack R01, multiple users affected",frank.olsson
INC00810,2025-05-27T19:26:09,2025-05-28T18:34:38,Software,Medium,Closed,Application crashes after latest update on 5th floor,deepak.patel
INC00811,2025-05-27T19:41:31,2025-05-30T13:55:58,Email,Low,Closed,Mailbox quota exceeded warning for NA-West users,carla.singh
INC00812,2025-05-27T19:58:20,2025-05-29T06:12:56,Software,Medium,Closed,Application crashes after latest update on ground floor,carla.singh
INC00813,2025-05-27T23:43:12,2025-05-31T09:35:08,Network,Low,Resolved,Cannot reach internal site engineering from remote network,eva.morales
INC00814,2025-05-28T09:30:33,2025-05-29T09:09:34,Email,Medium,Resolved,Mailbox quota exceeded warning for NA-West users,henry.nakamura
INC00815,2025-05-28T13:18:12,2025-06-02T11:06:19,Hardware,Low,Closed,Webcam not detected after latest OS update,grace.kim
INC00816,2025-05-28T16:17:55,2025-05-29T17:48:03,Hardware,Medium,Closed,Webcam not detected after latest OS update,frank.olsson
INC00817,2025-05-29T03:35:15,2025-05-29T19:20:29,Hardware,High,Resolved,Keyboard unresponsive after sleep wake on Building C machines,deepak.patel
INC00818,2025-05-29T05:26:53,2025-05-30T22:37:11,Software,Low,Closed,Browser extensions blocked by new endpoint policy,eva.morales
INC00819,2025-05-29T07:00:04,2025-05-30T01:57:12,Network,Medium,Closed,Wi-Fi drops in Building A during peak hours,eva.morales
INC00820,2025-05-29T08:03:39,2025-06-08T06:09:44,Printing,Low,Closed,Network printer offline after firmware update,eva.morales
INC00821,2025-05-29T10:36:45,2025-05-31T00:09:00,Email,Medium,Closed,Mailbox quota exceeded warning for NA-East users,carla.singh
INC00822,2025-05-29T11:14:39,2025-05-30T00:00:46,Access,Medium,Closed,Employee unable to access shared drive after department transfer,carla.singh
INC00823,2025-05-29T12:13:53,2025-06-05T03:13:26,Hardware,Low,Closed,User laptop battery drains within 2 hours of unplugging,frank.olsson
INC00824,2025-05-29T12:20:44,2025-05-29T14:11:04,Access,Critical,Resolved,"Service account credentials expired, batch job failing",bob.rivera
INC00825,2025-05-29T12:22:55,2025-05-29T15:41:23,Software,Critical,Closed,Excel macros disabled after security patch,grace.kim
INC00826,2025-05-30T02:04:04,2025-05-30T15:13:18,Software,Medium,Closed,Application crashes after latest update on 5th floor,alice.chen
INC00827,2025-05-30T08:06:28,2025-05-30T09:31:46,Hardware,Critical,Closed,Hard drive SMART failure warning on workstation R09,alice.chen
INC00828,2025-05-30T08:29:41,2025-06-03T20:22:24,Access,Low,Closed,New employee cannot access required systems on first day,alice.chen
INC00829,2025-05-30T10:07:18,2025-06-04T04:09:05,Email,Low,Closed,Calendar invites from external senders not appearing in inbox,grace.kim
INC00830,2025-05-31T17:55:34,2025-06-01T10:06:15,Network,Medium,Closed,DNS resolution failing intermittently for NA-East users,grace.kim
INC00831,2025-06-01T08:46:22,2025-06-08T00:57:20,Network,Low,Closed,Cannot reach internal site ops from remote network,deepak.patel
INC00832,2025-06-01T11:11:42,2025-06-01T17:56:27,Hardware,High,Resolved,Keyboard unresponsive after sleep wake on Building C machines,carla.singh
INC00833,2025-06-01T12:39:44,2025-06-09T01:56:08,Telephony,Low,Closed,Phone extension 10 ringing wrong desk after move,carla.singh
INC00834,2025-06-01T15:04:03,2025-06-01T17:29:04,Network,Critical,Closed,"Switch port flapping on rack R27, multiple users affected",carla.singh
INC00835,2025-06-02T00:48:35,2025-06-02T06:08:31,Email,High,Closed,Shared mailbox permissions reset after migration,eva.morales
INC00836,2025-06-02T06:11:07,2025-06-02T16:52:34,Email,Medium,Resolved,Distribution list ops-team not receiving messages,grace.kim
